GEOID	NAME	UATYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                      
58060	Momence, IL Urban Cluster	C	4702125	352068	       1.816	       0.136	 41.164720	 -87.662020                                                                                                       
58087	Monahans, TX Urban Cluster	C	16168102	31467	       6.243	       0.012	 31.587702	-102.892289                                                                                                      
58168	Monessen--California, PA Urbanized Area	U	115820751	3542405	      44.719	       1.368	 40.138193	 -79.884663                                                                                      
58195	Monett, MO Urban Cluster	C	12346570	18448	       4.767	       0.007	 36.923046	 -93.920943                                                                                                        
58222	Monmouth, IL Urban Cluster	C	10040410	0	       3.877	       0.000	 40.912498	 -90.644305                                                                                                          
58249	Monmouth--Independence, OR Urban Cluster	C	14037561	50801	       5.420	       0.020	 44.853608	-123.209034                                                                                        
58303	Monroe, GA Urban Cluster	C	37216869	514488	      14.370	       0.199	 33.801243	 -83.710840                                                                                                       
58330	Monroe, LA Urbanized Area	U	212223072	5019519	      81.940	       1.938	 32.520969	 -92.117250                                                                                                    
58357	Monroe, MI Urbanized Area	U	83138031	2472189	      32.100	       0.955	 41.920970	 -83.388802                                                                                                     
58384	Monroe, WI Urban Cluster	C	11413427	0	       4.407	       0.000	 42.600134	 -89.645034                                                                                                            
58411	Monroeville, AL Urban Cluster	C	13315556	18229	       5.141	       0.007	 31.520002	 -87.329907                                                                                                   
58420	Montauk, NY Urban Cluster	C	12522635	696073	       4.835	       0.269	 41.049196	 -71.944986                                                                                                      
58428	Mont Belvieu, TX Urban Cluster	C	6787546	0	       2.621	       0.000	 29.879993	 -94.833167                                                                                                       
58438	Monterey, TN Urban Cluster	C	7411050	0	       2.861	       0.000	 36.142106	 -85.258430                                                                                                           
58469	Montesano--Elma, WA Urban Cluster	C	14316963	83447	       5.528	       0.032	 47.008206	-123.385594                                                                                               
58519	Montevideo, MN Urban Cluster	C	7438193	38657	       2.872	       0.015	 44.948480	 -95.717074                                                                                                     
58546	Monte Vista, CO Urban Cluster	C	5444621	46479	       2.102	       0.018	 37.578511	-106.140710                                                                                                    
58573	Montezuma, GA Urban Cluster	C	15315257	127723	       5.913	       0.049	 32.302593	 -84.030703                                                                                                    
58600	Montgomery, AL Urbanized Area	U	397652081	3444695	     153.534	       1.330	 32.400042	 -86.297468                                                                                                
58627	Montgomery, MN Urban Cluster	C	3149767	0	       1.216	       0.000	 44.441480	 -93.579041                                                                                                         
58654	Montgomery, PA Urban Cluster	C	7498207	15675	       2.895	       0.006	 41.176477	 -76.884890                                                                                                     
58664	Montgomery, WV Urban Cluster	C	6088221	343274	       2.351	       0.133	 38.126501	 -81.235109                                                                                                    
58675	Montgomery City, MO Urban Cluster	C	4506161	16559	       1.740	       0.006	 38.978184	 -91.504890                                                                                                
58708	Monticello, AR Urban Cluster	C	25182217	69760	       9.723	       0.027	 33.622119	 -91.793763                                                                                                    
58721	Monticello, GA Urban Cluster	C	5061528	20235	       1.954	       0.008	 33.303192	 -83.685989                                                                                                     
58735	Monticello, IL Urban Cluster	C	8970003	0	       3.463	       0.000	 40.030505	 -88.577247                                                                                                         
58762	Monticello, IN Urban Cluster	C	16801636	1826670	       6.487	       0.705	 40.766326	 -86.768073                                                                                                  
58789	Monticello, IA Urban Cluster	C	2956756	0	       1.142	       0.000	 42.239408	 -91.190040                                                                                                         
58816	Monticello, KY Urban Cluster	C	14755524	82693	       5.697	       0.032	 36.840224	 -84.847136                                                                                                    
58843	Monticello, NY Urban Cluster	C	11311139	7873	       4.367	       0.003	 41.662116	 -74.695109                                                                                                     
58870	Monticello--Big Lake, MN Urban Cluster	C	43653899	3264113	      16.855	       1.260	 45.295301	 -93.800257                                                                                        
58924	Montpelier, OH Urban Cluster	C	5306004	12011	       2.049	       0.005	 41.584240	 -84.591565                                                                                                     
58951	Montrose, CO Urban Cluster	C	46611142	0	      17.997	       0.000	 38.481844	-107.873006                                                                                                          
58961	Montrose, MN Urban Cluster	C	6914157	1952729	       2.670	       0.754	 45.065846	 -93.914513                                                                                                     
58972	Moodus, CT Urban Cluster	C	10175335	473606	       3.929	       0.183	 41.491831	 -72.440724                                                                                                       
58992	Moorefield, WV Urban Cluster	C	4656471	6668	       1.798	       0.003	 39.058505	 -78.960856                                                                                                      
59005	Moore Haven, FL Urban Cluster	C	5530990	232377	       2.136	       0.090	 26.833103	 -81.100431                                                                                                   
59059	Moorhead, MS Urban Cluster	C	2807182	0	       1.084	       0.000	 33.450622	 -90.504710                                                                                                           
59098	Moose Lake, MN Urban Cluster	C	10408478	1505846	       4.019	       0.581	 46.434903	 -92.764382                                                                                                  
59113	Mora, MN Urban Cluster	C	6360876	485259	       2.456	       0.187	 45.867484	 -93.294754                                                                                                          
59167	Morehead, KY Urban Cluster	C	12672269	132607	       4.893	       0.051	 38.177954	 -83.442181                                                                                                     
59194	Morehead City, NC Urban Cluster	C	123457613	10716550	      47.667	       4.138	 34.740243	 -76.858788                                                                                             
59210	Morgan, UT Urban Cluster	C	6222429	0	       2.402	       0.000	 41.040925	-111.679250                                                                                                             
59221	Morgan City, LA Urban Cluster	C	59721610	2746816	      23.059	       1.061	 29.690950	 -91.190811                                                                                                 
59248	Morganfield, KY Urban Cluster	C	7791197	6769	       3.008	       0.003	 37.687883	 -87.909588                                                                                                     
59275	Morgantown, WV Urbanized Area	U	97085329	3296748	      37.485	       1.273	 39.641195	 -79.926423                                                                                                 
59302	Morrilton, AR Urban Cluster	C	14728924	78570	       5.687	       0.030	 35.161091	 -92.739342                                                                                                     
59329	Morris, IL Urban Cluster	C	26093138	452889	      10.075	       0.175	 41.373469	 -88.423222                                                                                                       
59356	Morris, MN Urban Cluster	C	6748785	0	       2.606	       0.000	 45.586877	 -95.908567                                                                                                             
59383	Morrison, IL Urban Cluster	C	5347096	0	       2.065	       0.000	 41.809176	 -89.965221                                                                                                           
59410	Morristown, TN Urbanized Area	U	155044057	374411	      59.863	       0.145	 36.197915	 -83.340910                                                                                                 
59437	Morro Bay--Los Osos, CA Urban Cluster	C	30941876	55850	      11.947	       0.022	 35.355298	-120.844623                                                                                           
59464	Morton, MS Urban Cluster	C	6137098	0	       2.370	       0.000	 32.351681	 -89.655661                                                                                                             
59491	Moscow, ID Urban Cluster	C	15295949	5594	       5.906	       0.002	 46.731310	-116.993349                                                                                                         
59501	Moscow, PA Urban Cluster	C	7071420	0	       2.730	       0.000	 41.366093	 -75.555215                                                                                                             
59518	Moses Lake, WA Urban Cluster	C	68865768	13187825	      26.589	       5.092	 47.149902	-119.305972                                                                                                 
59545	Moulton, AL Urban Cluster	C	8388012	14385	       3.239	       0.006	 34.478256	 -87.278080                                                                                                        
59572	Moultrie, GA Urban Cluster	C	47096330	1348900	      18.184	       0.521	 31.173919	 -83.776561                                                                                                    
59605	Moundville, AL Urban Cluster	C	8051107	16847	       3.109	       0.007	 33.001209	 -87.610476                                                                                                     
59626	Mountain City, TN Urban Cluster	C	7683880	0	       2.967	       0.000	 36.475089	 -81.810811                                                                                                      
59653	Mountain Grove, MO Urban Cluster	C	7074091	37400	       2.731	       0.014	 37.134141	 -92.261683                                                                                                 
59680	Mountain Home, AR Urban Cluster	C	28558439	40689	      11.026	       0.016	 36.344962	 -92.376861                                                                                                 
59707	Mountain Home, ID Urban Cluster	C	19616090	8851	       7.574	       0.003	 43.140696	-115.690578                                                                                                  
59734	Mountain Home AFB, ID Urban Cluster	C	19842015	311403	       7.661	       0.120	 43.047883	-115.867648                                                                                            
59745	Mountain House, CA Urban Cluster	C	3715376	0	       1.435	       0.000	 37.776637	-121.546668                                                                                                     
59761	Mountain Lake Park, MD Urban Cluster	C	10926126	41325	       4.219	       0.016	 39.407698	 -79.391965                                                                                            
59815	Mount Airy, NC--VA Urban Cluster	C	61987534	479146	      23.934	       0.185	 36.507243	 -80.614222                                                                                               
59827	Mount Angel, OR Urban Cluster	C	3314929	0	       1.280	       0.000	 45.067621	-122.792830                                                                                                        
59842	Mount Carmel, IL Urban Cluster	C	10262933	0	       3.963	       0.000	 38.419002	 -87.769248                                                                                                      
59896	Mount Gilead, OH Urban Cluster	C	5984158	0	       2.310	       0.000	 40.553827	 -82.838907                                                                                                       
59910	Mount Holly Springs, PA Urban Cluster	C	9160778	276289	       3.537	       0.107	 40.114988	 -77.200752                                                                                           
59923	Mount Hood Village, OR Urban Cluster	C	11038042	0	       4.262	       0.000	 45.360498	-122.000969                                                                                                
59950	Mount Horeb, WI Urban Cluster	C	7328697	0	       2.830	       0.000	 43.007630	 -89.730168                                                                                                        
59977	Mount Morris, IL Urban Cluster	C	5268846	0	       2.034	       0.000	 42.044536	 -89.424878                                                                                                       
60004	Mount Morris, NY Urban Cluster	C	8517700	0	       3.289	       0.000	 42.737647	 -77.879540                                                                                                       
60031	Mount Olive, NC Urban Cluster	C	8639916	0	       3.336	       0.000	 35.191875	 -78.073606                                                                                                        
60058	Mount Orab, OH Urban Cluster	C	7087877	0	       2.737	       0.000	 39.026273	 -83.929185                                                                                                         
60085	Mount Pleasant, IA Urban Cluster	C	14966874	0	       5.779	       0.000	 40.964994	 -91.546303                                                                                                    
60112	Mount Pleasant, MI Urban Cluster	C	43064228	380153	      16.627	       0.147	 43.591746	 -84.759939                                                                                               
60139	Mount Pleasant, TN Urban Cluster	C	6716217	0	       2.593	       0.000	 35.539133	 -87.206619                                                                                                     
60166	Mount Pleasant, TX Urban Cluster	C	35582758	798248	      13.739	       0.308	 33.166773	 -94.978140                                                                                               
60176	Mount Pleasant, UT Urban Cluster	C	5191741	0	       2.005	       0.000	 39.544366	-111.452718                                                                                                     
60195	Mount Pocono--Emerald Lakes, PA Urban Cluster	C	44640447	1069590	      17.236	       0.413	 41.157968	 -75.360471                                                                                 
60223	Mount Shasta--Weed, CA Urban Cluster	C	18936474	16457	       7.311	       0.006	 41.323604	-122.324640                                                                                            
60247	Mount Sterling, IL Urban Cluster	C	3814440	0	       1.473	       0.000	 39.981326	 -90.762035                                                                                                     
60274	Mount Sterling, KY Urban Cluster	C	15181425	51265	       5.862	       0.020	 38.055763	 -83.949327                                                                                                
60301	Mount Union, PA Urban Cluster	C	6094860	179119	       2.353	       0.069	 40.382347	 -77.871213                                                                                                   
60328	Mount Vernon, IL Urban Cluster	C	27851721	177092	      10.754	       0.068	 38.317900	 -88.918401                                                                                                 
60355	Mount Vernon, IN Urban Cluster	C	13216518	62602	       5.103	       0.024	 37.938532	 -87.892669                                                                                                  
60382	Mount Vernon, IA Urban Cluster	C	8852654	16175	       3.418	       0.006	 41.924618	 -91.409193                                                                                                   
60409	Mount Vernon, KY Urban Cluster	C	4825736	0	       1.863	       0.000	 37.354144	 -84.345792                                                                                                       
60436	Mount Vernon, MO Urban Cluster	C	7552994	0	       2.916	       0.000	 37.102867	 -93.818120                                                                                                       
60463	Mount Vernon, OH Urban Cluster	C	34537874	249970	      13.335	       0.097	 40.393212	 -82.467943                                                                                                 
60473	Mount Vernon, TX Urban Cluster	C	7363773	17072	       2.843	       0.007	 33.169348	 -95.228410                                                                                                   
60490	Mount Vernon, WA Urbanized Area	U	89255056	3454593	      34.462	       1.334	 48.446473	-122.305923                                                                                               
60517	Mukwonago, WI Urban Cluster	C	56534584	484423	      21.828	       0.187	 42.882890	 -88.374566                                                                                                    
60546	Muldrow--Roland, OK Urban Cluster	C	11011585	65903	       4.252	       0.025	 35.413179	 -94.508525                                                                                               
60571	Muleshoe, TX Urban Cluster	C	6286580	0	       2.427	       0.000	 34.227804	-102.733169                                                                                                           
60598	Mullins, SC Urban Cluster	C	10009494	0	       3.865	       0.000	 34.203902	 -79.260387                                                                                                           
60625	Muncie, IN Urbanized Area	U	120883704	707015	      46.673	       0.273	 40.197161	 -85.403847                                                                                                     
60652	Muncy, PA Urban Cluster	C	20575843	549742	       7.944	       0.212	 41.216855	 -76.771832                                                                                                        
60684	Munising, MI Urban Cluster	C	8501451	14385	       3.282	       0.006	 46.380220	 -86.659130                                                                                                       
60706	Murfreesboro, NC Urban Cluster	C	3797312	14336	       1.466	       0.006	 36.436052	 -77.104051                                                                                                   
60733	Murfreesboro, TN Urbanized Area	U	200347665	421626	      77.355	       0.163	 35.848239	 -86.406025                                                                                               
60760	Murphysboro, IL Urban Cluster	C	20433564	207073	       7.889	       0.080	 37.777359	 -89.333686                                                                                                  
60787	Murray, KY Urban Cluster	C	30069991	47764	      11.610	       0.018	 36.608658	 -88.325636                                                                                                        
60799	Murrieta--Temecula--Menifee, CA Urbanized Area	U	418892364	2169233	     161.735	       0.838	 33.637983	-117.230263                                                                               
60814	Muscatine, IA Urban Cluster	C	37667534	91831	      14.544	       0.035	 41.427982	 -91.062586                                                                                                     
60841	Muskegon, MI Urbanized Area	U	290653501	13995880	     112.222	       5.404	 43.165629	 -86.212944                                                                                                 
60868	Muskogee, OK Urban Cluster	C	72607225	68923	      28.034	       0.027	 35.751755	 -95.350144                                                                                                      
60895	Myrtle Beach--Socastee, SC--NC Urbanized Area	U	493297844	9343485	     190.463	       3.608	 33.763667	 -78.850414                                                                                
60930	Mystic Island, NJ Urban Cluster	C	32852880	1673898	      12.685	       0.646	 39.593926	 -74.354788                                                                                               
60949	Nacogdoches, TX Urban Cluster	C	62971461	218577	      24.313	       0.084	 31.611686	 -94.654803                                                                                                  
60976	Nampa, ID Urbanized Area	U	179706573	511084	      69.385	       0.197	 43.615843	-116.610339                                                                                                      
61003	Nantucket, MA Urban Cluster	C	20356153	486954	       7.860	       0.188	 41.263566	 -70.088953                                                                                                    
61030	Nanty-Glo, PA Urban Cluster	C	9326386	2712	       3.601	       0.001	 40.460986	 -78.837826                                                                                                       
61057	Napa, CA Urbanized Area	U	66872294	657787	      25.820	       0.254	 38.295818	-122.290782                                                                                                        
61084	Napoleon, OH Urban Cluster	C	13982511	407161	       5.399	       0.157	 41.396114	 -84.126404                                                                                                     
61111	Nappanee, IN Urban Cluster	C	10395100	3011	       4.014	       0.001	 41.444323	 -85.996296                                                                                                       
61138	Narrows, VA--WV Urban Cluster	C	7465149	140898	       2.882	       0.054	 37.404040	 -80.801092                                                                                                   
61165	Nashua, NH--MA Urbanized Area	U	472102003	9254780	     182.280	       3.573	 42.820934	 -71.440785                                                                                                
61192	Nashville, AR Urban Cluster	C	8747381	9356	       3.377	       0.004	 33.941924	 -93.851658                                                                                                       
61219	Nashville, GA Urban Cluster	C	8493567	114650	       3.279	       0.044	 31.204470	 -83.247063                                                                                                     
61246	Nashville, IL Urban Cluster	C	4126258	25534	       1.593	       0.010	 38.341635	 -89.384152                                                                                                      
61273	Nashville-Davidson, TN Urbanized Area	U	1459255790	41436590	     563.422	      15.999	 36.128114	 -86.681005                                                                                      
61300	Nassau Village-Ratliff, FL Urban Cluster	C	18237405	0	       7.042	       0.000	 30.524828	 -81.788050                                                                                            
61327	Natchez, MS--LA Urban Cluster	C	55436404	313371	      21.404	       0.121	 31.559012	 -91.404613                                                                                                  
61354	Natchitoches, LA Urban Cluster	C	30542976	1148598	      11.793	       0.443	 31.754426	 -93.083408                                                                                                
61381	Navasota, TX Urban Cluster	C	21109763	194296	       8.151	       0.075	 30.363561	 -96.083775                                                                                                     
61408	Nebraska City, NE Urban Cluster	C	8823751	0	       3.407	       0.000	 40.675682	 -95.860014                                                                                                      
61435	Needles, CA--AZ Urban Cluster	C	26000162	307928	      10.039	       0.119	 34.859248	-114.589385                                                                                                  
61462	Needville, TX Urban Cluster	C	4267696	2161	       1.648	       0.001	 29.394952	 -95.838154                                                                                                       
61478	Nelson, GA Urban Cluster	C	11635957	18842	       4.493	       0.007	 34.377527	 -84.388052                                                                                                        
61489	Nelsonville, OH Urban Cluster	C	10130696	175367	       3.911	       0.068	 39.460447	 -82.216640                                                                                                  
61516	Neodesha, KS Urban Cluster	C	3701558	6206	       1.429	       0.002	 37.425454	 -95.684282                                                                                                        
61543	Neosho, MO Urban Cluster	C	21272905	28673	       8.214	       0.011	 36.857375	 -94.378464                                                                                                        
61570	Nephi, UT Urban Cluster	C	8315780	0	       3.211	       0.000	 39.710900	-111.831317                                                                                                              
61597	Nevada, IA Urban Cluster	C	8489952	48040	       3.278	       0.019	 42.016121	 -93.453302                                                                                                         
61624	Nevada, MO Urban Cluster	C	14424855	86573	       5.569	       0.033	 37.838701	 -94.357269                                                                                                        
61651	New Albany, MS Urban Cluster	C	15653543	0	       6.044	       0.000	 34.496911	 -89.028819                                                                                                        
61678	Newark, NY Urban Cluster	C	19081921	71587	       7.368	       0.028	 43.049603	 -77.061877                                                                                                        
61705	Newark, OH Urbanized Area	U	109087485	996442	      42.119	       0.385	 40.031561	 -82.457650                                                                                                     
61732	Newaygo, MI Urban Cluster	C	8785490	4265800	       3.392	       1.647	 43.388269	 -85.768307                                                                                                      
61759	New Baden, IL Urban Cluster	C	3388284	0	       1.308	       0.000	 38.538515	 -89.696976                                                                                                          
61786	New Bedford, MA Urbanized Area	U	142737907	14458756	      55.111	       5.583	 41.673929	 -70.937061                                                                                              
61813	Newberg, OR Urban Cluster	C	25601937	41162	       9.885	       0.016	 45.299898	-122.973965                                                                                                       
61840	New Bern, NC Urbanized Area	U	112450715	4730752	      43.417	       1.827	 35.070213	 -77.050418                                                                                                  
61867	Newberry, MI Urban Cluster	C	3857591	0	       1.489	       0.000	 46.343636	 -85.510244                                                                                                           
61894	Newberry, SC Urban Cluster	C	23614783	26999	       9.118	       0.010	 34.288143	 -81.617235                                                                                                      
61921	New Boston, TX Urban Cluster	C	11662589	12839	       4.503	       0.005	 33.463558	 -94.424873                                                                                                    
61975	New Bremen--Minster, OH Urban Cluster	C	14687660	6189	       5.671	       0.002	 40.396653	 -84.375259                                                                                            
62056	New Carlisle, IN Urban Cluster	C	7797613	1446332	       3.011	       0.558	 41.702455	 -86.517461                                                                                                 
62110	New Castle, CO Urban Cluster	C	6075993	166831	       2.346	       0.064	 39.576013	-107.534114                                                                                                    
62137	New Castle, IN Urban Cluster	C	33286507	100847	      12.852	       0.039	 39.924639	 -85.374501                                                                                                   
62164	New Castle, PA Urban Cluster	C	74130769	928278	      28.622	       0.358	 40.994128	 -80.340103                                                                                                   
62191	Newcastle, WY Urban Cluster	C	5910870	0	       2.282	       0.000	 43.850557	-104.209244                                                                                                          
62218	Newcomerstown, OH Urban Cluster	C	5913428	116721	       2.283	       0.045	 40.274247	 -81.602746                                                                                                 
62245	New Concord, OH Urban Cluster	C	4919546	0	       1.899	       0.000	 39.993114	 -81.745463                                                                                                        
62272	New Cordell, OK Urban Cluster	C	4577493	0	       1.767	       0.000	 35.296902	 -98.986776                                                                                                        
62326	Newfane, NY Urban Cluster	C	12541704	0	       4.842	       0.000	 43.286059	 -78.706512                                                                                                           
62353	New Freedom--Shrewsbury, PA--MD Urban Cluster	C	24513534	22309	       9.465	       0.009	 39.762253	 -76.696938                                                                                   
62380	New Hampton, IA Urban Cluster	C	3942484	0	       1.522	       0.000	 43.060256	 -92.316506                                                                                                        
62407	New Haven, CT Urbanized Area	U	792592316	15845595	     306.022	       6.118	 41.323002	 -72.903346                                                                                                
62461	New Lebanon, OH Urban Cluster	C	4759264	0	       1.838	       0.000	 39.741803	 -84.394573                                                                                                        
62488	New Lexington, OH Urban Cluster	C	5068711	3887	       1.957	       0.002	 39.716784	 -82.206660                                                                                                   
62505	New London, MN Urban Cluster	C	7263203	81698	       2.804	       0.032	 45.298405	 -94.961817                                                                                                     
62515	New London, WI Urban Cluster	C	9700650	305635	       3.745	       0.118	 44.389499	 -88.749350                                                                                                    
62542	New Madrid, MO Urban Cluster	C	4832166	4318	       1.866	       0.002	 36.596117	 -89.540947                                                                                                      
62569	Newman, CA Urban Cluster	C	4919378	0	       1.899	       0.000	 37.315711	-121.020618                                                                                                             
62623	New Martinsville, WV--OH Urban Cluster	C	10555437	1082813	       4.075	       0.418	 39.637767	 -80.866701                                                                                        
62677	New Orleans, LA Urbanized Area	U	651083946	44587537	     251.385	      17.215	 29.954653	 -90.143683                                                                                              
62731	New Philadelphia--Dover, OH Urban Cluster	C	58521850	810449	      22.595	       0.313	 40.491610	 -81.444406                                                                                      
62758	Newport, AR Urban Cluster	C	11738347	50942	       4.532	       0.020	 35.612144	 -91.262068                                                                                                       
62785	Newport, NH Urban Cluster	C	8849329	0	       3.417	       0.000	 43.373211	 -72.179047                                                                                                            
62839	Newport, OR Urban Cluster	C	19324417	717913	       7.461	       0.277	 44.641247	-124.058318                                                                                                      
62866	Newport, PA Urban Cluster	C	2052738	0	       0.793	       0.000	 40.478014	 -77.134107                                                                                                            
62893	Newport, TN Urban Cluster	C	25517236	6967	       9.852	       0.003	 35.972902	 -83.167714                                                                                                        
62920	Newport, VT Urban Cluster	C	7161994	279995	       2.765	       0.108	 44.935595	 -72.205827                                                                                                       
62930	Newport, WA--ID Urban Cluster	C	3579907	32704	       1.382	       0.013	 48.180595	-117.047668                                                                                                    
62947	New Prague, MN Urban Cluster	C	11397092	0	       4.400	       0.000	 44.540152	 -93.574333                                                                                                        
62964	New Richmond, OH Urban Cluster	C	7189271	70426	       2.776	       0.027	 38.973762	 -84.281548                                                                                                   
62974	New Richmond, WI Urban Cluster	C	10718822	57356	       4.139	       0.022	 45.113767	 -92.535616                                                                                                  
63001	New Roads, LA Urban Cluster	C	21069243	3778777	       8.135	       1.459	 30.692198	 -91.458663                                                                                                   
63028	New Tazewell, TN Urban Cluster	C	13348194	0	       5.154	       0.000	 36.450303	 -83.591649                                                                                                      
63055	Newton, IL Urban Cluster	C	5875236	0	       2.268	       0.000	 38.986965	 -88.165439                                                                                                             
63082	Newton, IA Urban Cluster	C	21434260	0	       8.276	       0.000	 41.699249	 -93.043888                                                                                                            
63109	Newton, KS Urban Cluster	C	25981302	19913	      10.031	       0.008	 38.042165	 -97.346807                                                                                                        
63136	Newton, MS Urban Cluster	C	7545232	40511	       2.913	       0.016	 32.321816	 -89.159697                                                                                                         
63137	Newton, NJ Urban Cluster	C	22310200	705301	       8.614	       0.272	 41.058697	 -74.752061                                                                                                       
63163	New Ulm, MN Urban Cluster	C	18363384	0	       7.090	       0.000	 44.307979	 -94.463536                                                                                                           
63190	New Wilmington, PA Urban Cluster	C	3112811	83360	       1.202	       0.032	 41.118992	 -80.330891                                                                                                 
63217	New York--Newark, NY--NJ--CT Urbanized Area	U	8936571853	533117000	    3450.430	     205.838	 40.718357	 -73.970221                                                                               
63244	Nicholasville, KY Urban Cluster	C	27674137	135368	      10.685	       0.052	 37.876913	 -84.580638                                                                                                
63271	Nine Mile Falls, WA Urban Cluster	C	11295050	0	       4.361	       0.000	 47.818661	-117.594814                                                                                                   
63282	Nipomo, CA Urban Cluster	C	18465469	0	       7.130	       0.000	 35.031893	-120.502128                                                                                                            
63298	Nocona, TX Urban Cluster	C	5241505	0	       2.024	       0.000	 33.785013	 -97.728017                                                                                                             
63325	Nogales, AZ Urban Cluster	C	64567025	45233	      24.929	       0.017	 31.408196	-110.959323                                                                                                       
63352	Nokomis, IL Urban Cluster	C	6104911	0	       2.357	       0.000	 39.293023	 -89.293347                                                                                                            
63379	Nome, AK Urban Cluster	C	2692377	0	       1.040	       0.000	 64.497169	-165.392923                                                                                                               
63406	Norfolk, NE Urban Cluster	C	31907192	354794	      12.319	       0.137	 42.035698	 -97.419866                                                                                                      
63433	Norman, OK Urbanized Area	U	116231096	2087693	      44.877	       0.806	 35.214135	 -97.445179                                                                                                    
63447	Norris, TN Urban Cluster	C	10523549	0	       4.063	       0.000	 36.174581	 -84.076838                                                                                                            
63460	North Adams, MA--VT Urban Cluster	C	25387428	419595	       9.802	       0.162	 42.690745	 -73.108673                                                                                              
63487	North Baltimore, OH Urban Cluster	C	5002899	41813	       1.932	       0.016	 41.181916	 -83.669744                                                                                                
63541	North Branch, MN Urban Cluster	C	14308238	23248	       5.524	       0.009	 45.506929	 -92.987287                                                                                                  
63568	North Brookfield, MA Urban Cluster	C	20216055	2440503	       7.805	       0.942	 42.229791	 -72.041041                                                                                            
63579	North Conway, NH Urban Cluster	C	20228745	149300	       7.810	       0.058	 44.015091	 -71.117129                                                                                                 
63588	North Eagle Butte, SD Urban Cluster	C	3531341	0	       1.363	       0.000	 45.000886	-101.234107                                                                                                  
63622	North East, PA Urban Cluster	C	8146206	1852	       3.145	       0.001	 42.216273	 -79.831538                                                                                                      
63649	Northern Cambria, PA Urban Cluster	C	19094914	705	       7.373	       0.000	 40.654370	 -78.766608                                                                                                
63676	Northfield, MN Urban Cluster	C	23877921	38310	       9.219	       0.015	 44.448766	 -93.169159                                                                                                    
63703	Northfield, VT Urban Cluster	C	4784675	97347	       1.847	       0.038	 44.149275	 -72.658677                                                                                                     
63784	North Manchester, IN Urban Cluster	C	6860107	74714	       2.649	       0.029	 41.006727	 -85.772595                                                                                               
63811	North Platte, NE Urban Cluster	C	30970841	65294	      11.958	       0.025	 41.133066	-100.782855                                                                                                  
63838	North Port--Port Charlotte, FL Urbanized Area	U	308091128	26892924	     118.955	      10.383	 27.006513	 -82.123843                                                                               
63851	North Shore, CA Urban Cluster	C	4201963	0	       1.622	       0.000	 33.530969	-115.933603                                                                                                        
63865	North Vernon, IN Urban Cluster	C	21742606	371106	       8.395	       0.143	 39.014858	 -85.642719                                                                                                 
63892	North Webster, IN Urban Cluster	C	9716891	511958	       3.752	       0.198	 41.290214	 -85.724551                                                                                                 
63946	North Wilkesboro--Wilkesboro, NC Urban Cluster	C	67750002	12231	      26.158	       0.005	 36.164025	 -81.171335                                                                                  
64000	Norton, KS Urban Cluster	C	3513072	0	       1.356	       0.000	 39.833540	 -99.891388                                                                                                             
64027	Norton--Wise, VA Urban Cluster	C	29409042	83271	      11.355	       0.032	 36.960466	 -82.603697                                                                                                  
64054	Norwalk, OH Urban Cluster	C	27314227	49837	      10.546	       0.019	 41.249556	 -82.615958                                                                                                       
64108	Norwich, NY Urban Cluster	C	8945706	0	       3.454	       0.000	 42.534882	 -75.520632                                                                                                            
64135	Norwich--New London, CT--RI Urbanized Area	U	393514558	37480839	     151.937	      14.471	 41.396735	 -72.071738                                                                                  
